timestamp,location_id,traffic_volume,avg_vehicle_speed,vehicle_count_cars,vehicle_count_trucks,vehicle_count_bikes,weather_condition,temperature,humidity,accident_reported,signal_status,congestion_level
01/01/2025 00:00,1,424,36.73,66,28,316,Cloudy,29.14,58.86,0,Red,2
01/01/2025 00:05,1,393,39.91,93,27,323,Sunny,29.97,63.69,0,Green,2
01/01/2025 00:10,1,432,36,76,28,319,Sunny,30.03,60.58,0,Red,2
01/01/2025 00:15,1,476,35.27,89,39,410,Cloudy,30.49,64.52,0,Green,2
01/01/2025 00:20,1,388,34.9,50,11,218,Cloudy,28.65,67.86,0,Yellow,2
01/01/2025 00:25,1,388,41.23,55,24,285,Sunny,30.62,78.37,0,Yellow,2
01/01/2025 00:30,1,478,36.06,101,31,414,Sunny,27.32,66.79,0,Red,2
01/01/2025 00:35,1,438,35.63,102,30,407,Rainy,29.4,54.14,0,Green,2
01/01/2025 00:40,1,376,43.15,86,31,224,Sunny,29.55,81.4,0,Yellow,2
01/01/2025 00:45,1,427,41.46,66,25,351,Sunny,30.68,61.63,0,Green,2
01/01/2025 00:50,1,376,36.34,77,26,260,Rainy,30.07,69.41,0,Green,2
01/01/2025 00:55,1,376,38.88,84,27,270,Cloudy,28.65,74.47,0,Green,2
01/01/2025 01:00,1,412,37.09,75,34,273,Rainy,29.07,72,0,Green,2
01/01/2025 01:05,1,304,41.96,90,23,265,Cloudy,30.26,80.94,0,Green,2
01/01/2025 01:10,1,313,46.8,59,21,151,Cloudy,29.99,74.79,0,Red,0
01/01/2025 01:15,1,371,40.82,86,23,323,Sunny,29.49,61.39,0,Green,2
01/01/2025 01:20,1,349,41.74,57,26,182,Rainy,29.59,91.79,0,Red,2
01/01/2025 01:25,1,415,33.2,87,28,290,Sunny,30.78,71.94,0,Yellow,2
01/01/2025 01:30,1,354,44.18,86,26,311,Rainy,29.57,68.53,0,Yellow,2
01/01/2025 01:35,1,329,39.81,26,18,253,Sunny,30,79.64,0,Yellow,2
01/01/2025 01:40,1,473,36.52,101,38,353,Sunny,32.26,72.49,0,Yellow,2
01/01/2025 01:45,1,388,41.4,83,26,307,Rainy,28.68,73.99,0,Green,2
01/01/2025 01:50,1,403,43.91,69,23,266,Cloudy,28.25,94.92,0,Green,2
01/01/2025 01:55,1,328,39.64,55,33,259,Rainy,30.89,67.25,0,Green,2
01/01/2025 02:00,1,372,32.3,48,25,314,Rainy,29.43,66.82,0,Red,2
01/01/2025 02:05,1,405,40.27,74,27,314,Cloudy,29.8,71.17,0,Green,2
01/01/2025 02:10,1,342,48.27,73,15,220,Rainy,29.34,80.72,0,Green,0
01/01/2025 02:15,1,418,42.77,65,21,327,Sunny,29.87,54.93,0,Red,2
01/01/2025 02:20,1,370,42.13,99,27,302,Sunny,31.73,50.34,0,Green,2
01/01/2025 02:25,1,385,39.25,33,21,266,Rainy,30.94,64.13,0,Yellow,2
01/01/2025 02:30,1,370,43.92,51,25,294,Sunny,31,53.66,0,Yellow,2
01/01/2025 02:35,1,492,32.44,142,32,404,Cloudy,28.73,65.75,0,Red,2
01/01/2025 02:40,1,399,41.46,69,25,269,Sunny,29,75.02,0,Red,2
01/01/2025 02:45,1,347,44.16,85,22,310,Sunny,27.32,61.09,0,Red,2
01/01/2025 02:50,1,441,41.12,74,14,361,Rainy,29.35,55.73,0,Green,2
01/01/2025 02:55,1,339,51.33,88,24,266,Cloudy,31.12,70.69,0,Red,0
01/01/2025 03:00,1,411,40.59,65,28,332,Sunny,30.69,78.63,1,Red,2
01/01/2025 03:05,1,303,43.3,96,24,230,Cloudy,29.95,53.05,0,Red,2
01/01/2025 03:10,1,334,43.18,61,4,338,Sunny,30.16,78.2,0,Green,2
01/01/2025 03:15,1,411,34.13,64,25,357,Cloudy,29.49,78.17,0,Green,2
01/01/2025 03:20,1,438,36,91,26,353,Rainy,30.39,79.54,0,Red,2
01/01/2025 03:25,1,409,38.28,70,24,267,Cloudy,30.96,82.18,0,Yellow,2
01/01/2025 03:30,1,395,38.65,90,30,230,Sunny,28.58,92.02,0,Green,2
01/01/2025 03:35,1,386,41.14,64,28,307,Sunny,30.5,66.44,0,Yellow,2
01/01/2025 03:40,1,327,41.16,73,22,235,Sunny,31.14,71.1,0,Red,2
01/01/2025 03:45,1,365,45.1,77,27,199,Rainy,29.8,65.84,0,Red,0
01/01/2025 03:50,1,378,41.08,48,27,348,Cloudy,30.92,70.02,0,Red,2
01/01/2025 03:55,1,454,37.26,49,30,340,Sunny,33.04,85.33,0,Yellow,2
01/01/2025 04:00,1,430,37.52,90,28,457,Sunny,30.12,56.55,0,Red,2
01/01/2025 04:05,1,324,44.23,110,27,200,Rainy,30.62,61.39,0,Green,2
01/01/2025 04:10,1,429,41.02,111,29,301,Sunny,29.5,83.77,0,Green,2
01/01/2025 04:15,1,393,37.72,91,31,291,Sunny,30.42,80.2,0,Red,2
01/01/2025 04:20,1,378,39.08,89,23,224,Cloudy,30.71,66.37,0,Yellow,2
01/01/2025 04:25,1,443,36.92,46,34,316,Sunny,30.44,78.54,0,Green,2
01/01/2025 04:30,1,464,32.74,106,30,313,Sunny,29.23,73.41,0,Red,2
01/01/2025 04:35,1,459,34.57,70,30,399,Cloudy,30.47,85,0,Yellow,2
01/01/2025 04:40,1,370,40.03,110,29,273,Cloudy,31.73,70.75,0,Yellow,2
01/01/2025 04:45,1,397,42.76,87,29,385,Sunny,30.72,80.26,0,Red,2
01/01/2025 04:50,1,429,39.32,79,34,292,Rainy,31.24,95,0,Yellow,2
01/01/2025 04:55,1,461,37.5,46,28,377,Sunny,30.04,75.98,0,Yellow,2
01/01/2025 05:00,1,449,40.06,63,35,346,Rainy,31.03,70.49,0,Red,2
01/01/2025 05:05,1,464,36.36,75,36,378,Sunny,30.57,77.22,0,Yellow,2
01/01/2025 05:10,1,418,40.25,108,29,385,Sunny,29.34,66.35,0,Green,2
01/01/2025 05:15,1,413,38.99,90,31,376,Sunny,30.62,93.88,0,Yellow,2
01/01/2025 05:20,1,514,35.08,100,31,426,Rainy,29.31,71.8,0,Red,2
01/01/2025 05:25,1,541,31.17,90,43,351,Rainy,29.67,67.27,0,Yellow,2
01/01/2025 05:30,1,470,29.17,91,31,272,Cloudy,30.5,61.64,0,Yellow,2
01/01/2025 05:35,1,523,33.4,106,34,404,Cloudy,30.61,80.97,0,Red,2
01/01/2025 05:40,1,491,39.68,70,31,365,Cloudy,29.13,78.67,0,Yellow,2
01/01/2025 05:45,1,441,40.7,91,25,307,Rainy,31.38,65.03,0,Red,2
01/01/2025 05:50,1,491,38.3,93,32,433,Sunny,30.9,75.76,0,Red,2
01/01/2025 05:55,1,550,36.17,89,33,375,Sunny,29.63,54.91,0,Red,2
01/01/2025 06:00,1,655,27.48,124,46,495,Sunny,28.8,71.85,0,Yellow,1
01/01/2025 06:05,1,735,23.8,115,55,600,Sunny,30.2,74.53,0,Red,2
01/01/2025 06:10,1,526,31.82,87,32,457,Cloudy,29.9,87.07,0,Yellow,2
01/01/2025 06:15,1,698,24.12,134,49,559,Rainy,30.47,62.29,0,Yellow,2
01/01/2025 06:20,1,661,28.75,115,53,520,Sunny,29.99,57.22,0,Yellow,1
01/01/2025 06:25,1,642,31.48,157,38,386,Sunny,28.35,61.05,0,Green,1
01/01/2025 06:30,1,662,26.48,125,46,473,Sunny,29.98,56.63,0,Green,1
01/01/2025 06:35,1,558,30.74,109,40,422,Cloudy,30.07,83.37,0,Green,2
01/01/2025 06:40,1,646,27.67,115,49,509,Sunny,31.01,85.49,0,Yellow,1
01/01/2025 06:45,1,675,28.04,137,42,470,Sunny,29.68,73.2,0,Green,1
01/01/2025 06:50,1,731,19.1,135,51,554,Cloudy,32.06,82.21,0,Green,2
01/01/2025 06:55,1,631,21.53,89,43,493,Rainy,28.48,71.34,0,Yellow,2
01/01/2025 07:00,1,904,13.11,206,59,704,Cloudy,31.71,69.05,0,Red,2
01/01/2025 07:05,1,920,10.33,181,58,703,Sunny,30.18,66.67,0,Red,2
01/01/2025 07:10,1,990,10,209,65,707,Sunny,31.26,66.9,0,Green,2
01/01/2025 07:15,1,961,11.48,181,70,634,Cloudy,30.49,54.52,0,Green,2
01/01/2025 07:20,1,918,12.71,195,60,685,Sunny,31.55,72.64,0,Green,2
01/01/2025 07:25,1,970,15.82,122,75,703,Cloudy,30.03,69.6,0,Red,2
01/01/2025 07:30,1,950,13.48,170,76,699,Cloudy,29.32,77.45,0,Green,2
01/01/2025 07:35,1,993,11.22,157,72,691,Cloudy,31.85,70.94,0,Red,2
01/01/2025 07:40,1,910,16.36,152,58,677,Cloudy,30.32,68.37,0,Yellow,2
01/01/2025 07:45,1,928,10.14,161,53,725,Cloudy,30.66,61.29,0,Red,2
01/01/2025 07:50,1,925,16.84,160,69,638,Cloudy,31.68,70.72,0,Red,2
01/01/2025 07:55,1,871,16.17,173,60,619,Cloudy,29.41,77.38,0,Green,2
01/01/2025 08:00,1,1114,10,226,74,798,Rainy,31.05,58.57,0,Green,2
01/01/2025 08:05,1,1113,10,180,69,879,Sunny,29.87,70.87,0,Green,2
01/01/2025 08:10,1,1100,10,189,72,865,Cloudy,30.33,72.33,0,Red,2
01/01/2025 08:15,1,1088,10,186,77,758,Rainy,30.54,62.82,0,Yellow,2
01/01/2025 08:20,1,1029,10,198,70,785,Sunny,28.97,64.12,0,Red,2
01/01/2025 08:25,1,1078,10,201,71,754,Cloudy,29.7,72.31,0,Red,2
01/01/2025 08:30,1,1082,10,218,73,814,Sunny,31.83,58.67,0,Yellow,2
01/01/2025 08:35,1,1059,10.38,192,76,781,Rainy,31.37,73.5,0,Yellow,2
01/01/2025 08:40,1,1091,10,219,74,814,Sunny,30.43,61.05,0,Yellow,2
01/01/2025 08:45,1,1120,10,201,75,868,Sunny,30.74,80.63,0,Red,2
01/01/2025 08:50,1,1194,10,180,79,913,Rainy,30.2,93.38,0,Red,2
01/01/2025 08:55,1,1108,10,184,76,847,Cloudy,31.86,61.39,0,Red,2
01/01/2025 09:00,1,958,11.11,181,67,628,Cloudy,30.31,75.34,0,Red,2
01/01/2025 09:05,1,941,14.74,159,56,681,Cloudy,30.74,62.73,0,Red,2
01/01/2025 09:10,1,849,15.91,148,66,608,Cloudy,31.66,80.41,0,Green,2
01/01/2025 09:15,1,943,12.32,186,63,641,Sunny,29.74,57.35,0,Green,2
01/01/2025 09:20,1,948,12.71,191,61,693,Sunny,32.08,74.81,0,Green,2
01/01/2025 09:25,1,1068,10,195,64,814,Cloudy,29,61.27,0,Red,2
01/01/2025 09:30,1,935,15.45,203,52,644,Rainy,32.16,67.93,0,Green,2
01/01/2025 09:35,1,960,10.45,150,70,689,Rainy,30.17,59.69,0,Green,2
01/01/2025 09:40,1,943,12.14,150,58,706,Cloudy,30.3,78.22,0,Green,2
01/01/2025 09:45,1,886,12.68,170,59,693,Sunny,28.66,61.63,0,Red,2
01/01/2025 09:50,1,1002,10,199,73,737,Sunny,30.1,75.52,0,Red,2
01/01/2025 09:55,1,982,10.29,177,67,709,Cloudy,29.52,66.56,0,Green,2
01/01/2025 10:00,1,697,32.38,102,51,573,Sunny,29.95,68.86,0,Red,1
01/01/2025 10:05,1,612,31.75,104,48,434,Cloudy,30.43,71.48,0,Red,1
01/01/2025 10:10,1,727,23.56,91,39,555,Rainy,31.53,62.38,0,Green,2
01/01/2025 10:15,1,587,29.84,142,45,431,Sunny,30.78,72.1,0,Red,2
01/01/2025 10:20,1,686,25.72,99,46,545,Rainy,30.89,85.3,0,Yellow,1
01/01/2025 10:25,1,767,23.29,173,56,641,Cloudy,29.49,62.22,0,Green,2
01/01/2025 10:30,1,607,26.06,95,44,415,Cloudy,29.71,81.72,0,Red,1
01/01/2025 10:35,1,629,31.88,135,43,503,Sunny,32.39,84.98,0,Red,1
01/01/2025 10:40,1,662,29.02,87,40,513,Cloudy,29.86,61.84,0,Green,1
01/01/2025 10:45,1,632,30.54,116,46,478,Rainy,32.26,55.45,0,Green,1
01/01/2025 10:50,1,579,32.32,107,43,515,Sunny,30.37,73.02,0,Red,2
01/01/2025 10:55,1,660,27.01,60,40,503,Cloudy,30.62,64.53,0,Yellow,1
01/01/2025 11:00,1,420,40.98,63,22,378,Rainy,31.69,88.69,0,Yellow,2
01/01/2025 11:05,1,497,36.9,98,35,398,Cloudy,31.89,70.35,0,Red,2
01/01/2025 11:10,1,427,37.54,67,24,315,Sunny,30.52,61.98,0,Red,2
